loan_amnt,term,int_rate,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,Reason,addr_state
14200, 36 months,6.62%,A,A2,Business Manager,10+ years,MORTGAGE,39200,Not Verified,12/1/2013,Fully Paid,Pay off,WA
17450, 60 months,22.90%,E,E4,Teacher,7 years,RENT,69900,Verified,12/1/2013,Current,Debt consolidation,NY
25000, 36 months,16.99%,D,D1,Technician,3 years,MORTGAGE,115000,Source Verified,12/1/2013,Fully Paid,Debt Consolidation,NY
18000, 36 months,6.62%,A,A2,Principal,9 years,MORTGAGE,130000,Not Verified,12/1/2013,Fully Paid,Credit refinance,TX
8400, 36 months,16.99%,D,D1,DEPUTY SHERIFF,10+ years,OWN,75000,Not Verified,12/1/2013,Fully Paid,HOME,MI
8400, 36 months,14.47%,C,C2,Chef,< 1 year,RENT,45000,Not Verified,12/1/2013,Fully Paid,consolidate debt,NY
20000, 36 months,10.99%,B,B2,Rig Manager,< 1 year,MORTGAGE,108000,Verified,12/1/2013,Fully Paid,medical loan,VA
15250, 60 months,18.25%,D,D3,Supervisor Customer Service,5 years,RENT,51000,Verified,12/1/2013,Fully Paid,Debt Relief,NY
10000, 36 months,7.90%,A,A4,Specialist,10+ years,MORTGAGE,78600,Source Verified,12/1/2013,Fully Paid,Lower interest rate,TX
10075, 36 months,13.98%,C,C1,Medical assistant/ Phlebotomist,2 years,RENT,41400,Not Verified,12/1/2013,Fully Paid,The house,CA
25000, 36 months,11.99%,B,B3,"VP, Software Engineering",2 years,MORTGAGE,244400,Source Verified,12/1/2013,Fully Paid,High Interest Credit Card Consolidation,CO
8500, 36 months,6.62%,A,A2,Material Service,10+ years,MORTGAGE,60000,Not Verified,12/1/2013,Fully Paid,Credit card refinancing,OH
11000, 36 months,9.67%,B,B1,operations specialist,10+ years,MORTGAGE,62000,Source Verified,12/1/2013,Fully Paid,credit card consolidation,MO
15000, 36 months,9.67%,B,B1,bookkeeper,2 years,MORTGAGE,45000,Source Verified,12/1/2013,Fully Paid,Debt consolidation,KS
28000, 36 months,13.53%,B,B5,Lead Project Manager,10+ years,MORTGAGE,134000,Source Verified,12/1/2013,Fully Paid,Last Loan,WA
35000, 60 months,23.40%,E,E5,engineer,6 years,OWN,98401,Verified,12/1/2013,Fully Paid,Debt Consolidation,NJ
15000, 60 months,13.98%,C,C1,,n/a,RENT,65988,Verified,12/1/2013,Current,DEBT HELP,NC
3200, 36 months,18.25%,D,D3,Mechanic,10+ years,MORTGAGE,70000,Verified,12/1/2013,Fully Paid,Medical expenses,PA
30000, 60 months,19.22%,D,D4,Solution Architect,5 years,MORTGAGE,107000,Source Verified,12/1/2013,Fully Paid,amex,OR
17000, 36 months,14.47%,C,C2,Teacher,9 years,MORTGAGE,66500,Not Verified,12/1/2013,Fully Paid,Help During Kids College Loan,MO
10075, 36 months,14.98%,C,C3,Hospital practice manager,10+ years,MORTGAGE,52000,Verified,12/1/2013,Fully Paid,dept consolidation,IN
12000, 60 months,14.98%,C,C3,sheetmetal worker,10+ years,MORTGAGE,38000,Verified,12/1/2013,Charged Off,card loan,GA
15000, 36 months,9.67%,B,B1,Key Account Manager,2 years,RENT,75000,Source Verified,12/1/2013,Fully Paid,Debt consolidation,OH
23850, 60 months,15.61%,C,C4,Instructor,< 1 year,MORTGAGE,70000,Verified,12/1/2013,Charged Off,Debt consolidation loan ,NY
10000, 36 months,15.61%,C,C4,Associate,10+ years,MORTGAGE,48868,Verified,12/1/2013,Fully Paid,Debt Consolidation Loan,CA
6000, 36 months,11.99%,B,B3,Accountant,3 years,RENT,53000,Not Verified,12/1/2013,Fully Paid,Credit Card refinancing,FL
16000, 36 months,13.53%,B,B5,Senior Material Damage Specialist,10+ years,RENT,67000,Source Verified,12/1/2013,Fully Paid,Debt Consolidation,NJ
8000, 36 months,14.98%,C,C3,cashier,10+ years,RENT,38000,Verified,12/1/2013,Fully Paid,new beginnings,CA
1000, 36 months,19.97%,D,D5,Assistant Admin Analyst,2 years,RENT,45000,Verified,12/1/2013,Fully Paid,Texas,CA
16500, 60 months,14.98%,C,C3,Analyst,10+ years,RENT,86000,Verified,12/1/2013,Late (31-120 days),Debt Consolidation II,NV
25000, 60 months,22.40%,E,E3,Administrator,10+ years,MORTGAGE,87500,Source Verified,12/1/2013,Fully Paid,Home Improvement,CA
7200, 36 months,16.99%,D,D1,"Manager, Suite & Premium Seating ",2 years,MORTGAGE,200000,Verified,12/1/2013,Fully Paid,Moving and relocation,CA
6000, 36 months,18.25%,D,D3,Manager,1 year,RENT,77500,Not Verified,12/1/2013,Fully Paid,Debt Consolidation,CA
20000, 36 months,7.62%,A,A3,Supervisor,10+ years,MORTGAGE,60000,Source Verified,12/1/2013,Fully Paid,credit card refinance,WY
35000, 60 months,19.22%,D,D4,Storekeeper,4 years,MORTGAGE,99000,Verified,12/1/2013,Charged Off,Debt consolidation,TX
20350, 36 months,20.50%,E,E1,RN,3 years,MORTGAGE,68000,Verified,12/1/2013,Charged Off,Consolidation Loan,IN
7200, 36 months,16.24%,C,C5,Computer Technician,1 year,RENT,30000,Not Verified,12/1/2013,Fully Paid,Credit Card Debt,CA
9600, 36 months,13.53%,B,B5,Server / Assistant Manager,8 years,RENT,33500,Verified,12/1/2013,Fully Paid,Debt Refinance,MN
30000, 36 months,14.98%,C,C3,Intervention Specialist Trainer,6 years,MORTGAGE,72000,Verified,12/1/2013,Fully Paid,Debt consolidation,TX
10000, 60 months,17.57%,D,D2,secretary,10+ years,RENT,58300,Verified,12/1/2013,Fully Paid,chargefreeme,NJ
6400, 36 months,12.85%,B,B4,Account manager,10+ years,MORTGAGE,140000,Source Verified,12/1/2013,Fully Paid,Credit card refinancing,OK
12000, 36 months,13.53%,B,B5,Sr. Mortgage Banker,10+ years,MORTGAGE,120000,Verified,12/1/2013,Fully Paid,Landscape & Toyota payoff,AZ
7925, 36 months,21.48%,E,E2,,n/a,OWN,26500,Verified,12/1/2013,Fully Paid,Eagles Soar,AL
5000, 36 months,11.99%,B,B3,table games dealer,5 years,RENT,42000,Not Verified,12/1/2013,Charged Off,personal,MO
15000, 36 months,13.53%,B,B5,Accounts Receivable Specialist,< 1 year,MORTGAGE,70000,Not Verified,12/1/2013,Fully Paid,Get it Together Loan,MO
7750, 36 months,17.57%,D,D2,Assistant Manager,2 years,OWN,32000,Not Verified,12/1/2013,Fully Paid,debt consolidation,IL
12000, 36 months,16.24%,C,C5,Director of route setting and climbing,3 years,RENT,75000,Not Verified,12/1/2013,Fully Paid,Pay off all my credit card debt ,MA
30000, 36 months,9.67%,B,B1,Senior Financial Advisor,5 years,MORTGAGE,80000,Source Verified,12/1/2013,Fully Paid,Credit Card Consolidation,CA
15600, 36 months,8.90%,A,A5,Accountant,3 years,RENT,90000,Not Verified,12/1/2013,Charged Off,Credit card refinancing,NY
20000, 36 months,17.57%,D,D2,machinist,10+ years,MORTGAGE,90000,Source Verified,12/1/2013,Fully Paid,consolidate,VA
12000, 36 months,13.53%,B,B5,,n/a,RENT,54000,Verified,12/1/2013,Fully Paid,personal loan,FL
25000, 60 months,13.53%,B,B5,HR Manager,10+ years,MORTGAGE,80000,Source Verified,12/1/2013,Charged Off,Credit Card ReFinance,MD
15000, 60 months,15.61%,C,C4,Pricing Manager,10+ years,MORTGAGE,73000,Verified,12/1/2013,Fully Paid,Debt consolidation,VA
10000, 36 months,17.57%,D,D2,Superintendent,1 year,RENT,52000,Verified,12/1/2013,Fully Paid,Small Business,TX
5000, 36 months,10.99%,B,B2,Internal Auditor,2 years,OWN,35000,Not Verified,12/1/2013,Fully Paid,Debt Consolidation Loan,TX
24000, 36 months,11.99%,B,B3,Infrastructure Manager,5 years,MORTGAGE,150000,Source Verified,12/1/2013,Fully Paid,Home Improvement,CA
12000, 36 months,7.90%,A,A4,Sr.Medical Economics Analyst,2 years,MORTGAGE,90000,Verified,12/1/2013,Fully Paid,Home Improvements,MA
30000, 60 months,15.61%,C,C4,Sr. Account Manager,10+ years,RENT,114000,Verified,12/1/2013,Fully Paid,Debt Consolidation,NJ
11200, 60 months,13.53%,B,B5,Customer Service,< 1 year,RENT,34000,Verified,12/1/2013,Fully Paid,Debt consolidation,FL
35000, 36 months,13.98%,C,C1, Forman,10+ years,MORTGAGE,105000,Verified,12/1/2013,Fully Paid,credit  card refiance,IL
24000, 36 months,10.99%,B,B2,Programmer,3 years,MORTGAGE,65000,Source Verified,12/1/2013,Fully Paid,Consolidation Loan,TX
16000, 36 months,11.99%,B,B3,Sr Software Engineer,4 years,MORTGAGE,95000,Not Verified,12/1/2013,Fully Paid,PersonalCCrd,NC
30000, 60 months,18.25%,D,D3,Human Resources Specialist,< 1 year,RENT,125000,Verified,12/1/2013,Current,Debt consolidation,VA
18000, 36 months,11.99%,B,B3,Asst. Manager,3 years,MORTGAGE,62000,Source Verified,12/1/2013,Fully Paid,Business,KS
15000, 36 months,17.57%,D,D2,Teacher,10+ years,MORTGAGE,52000,Source Verified,12/1/2013,Fully Paid,My loan ,TX
25000, 60 months,12.85%,B,B4,Support Engineer,2 years,RENT,93330,Verified,12/1/2013,Charged Off,Lower rate,CA
20000, 60 months,16.24%,C,C5,"AVP, Technology Services",4 years,MORTGAGE,80000,Verified,12/1/2013,Fully Paid,Consolidation ,IN
25000, 60 months,11.99%,B,B3,Civil/Project Engineer,5 years,MORTGAGE,65000,Source Verified,12/1/2013,Fully Paid,Home Improvements ,CO
9300, 36 months,14.98%,C,C3,Billing Specialist,4 years,MORTGAGE,56000,Verified,12/1/2013,Fully Paid,Bills,CT
8000, 36 months,18.25%,D,D3,Product Service CoOrdinator,10+ years,MORTGAGE,48000,Not Verified,12/1/2013,Fully Paid,paylow,AL
9175, 36 months,15.61%,C,C4,Senior Information Security Analyst,7 years,RENT,80000,Not Verified,12/1/2013,Charged Off,Christmas Debt consolidation. ,TX
18075, 36 months,16.99%,D,D1,Mortgage Processor,< 1 year,MORTGAGE,49500,Verified,12/1/2013,Fully Paid,2bdebtfreesoon,TN
13500, 36 months,13.53%,B,B5,Paralegal,5 years,RENT,72000,Source Verified,12/1/2013,Fully Paid,Car Loan,VA
18000, 60 months,18.25%,D,D3,Yardman B,3 years,MORTGAGE,76000,Source Verified,12/1/2013,Fully Paid,Breathing Room,IN
4000, 36 months,15.61%,C,C4,CLERK,10+ years,RENT,40000,Source Verified,12/1/2013,Charged Off,Debt consolidation,NY
16000, 36 months,16.24%,C,C5,Associate Professor,7 years,RENT,100000,Source Verified,12/1/2013,Charged Off,Credit Consolidation,CT
28000, 36 months,7.62%,A,A3,Software Developer,7 years,RENT,85000,Verified,12/1/2013,Fully Paid,Credit Consolidation,CA
17325, 36 months,13.98%,C,C1,medical secretary,2 years,OWN,52000,Not Verified,12/1/2013,Fully Paid,money for me,RI
2400, 36 months,6.62%,A,A2,Business Managrt,10+ years,MORTGAGE,70000,Source Verified,12/1/2013,Fully Paid,Consolidation,CA
6700, 36 months,22.90%,E,E4,operator II,1 year,RENT,100000,Not Verified,12/1/2013,Fully Paid,emergency car,MN
20000, 36 months,13.98%,C,C1,Special Assistant,< 1 year,RENT,70000,Verified,12/1/2013,Fully Paid,Debt consolidation,HI
17875, 60 months,24.08%,F,F2,Administrative Assistant,< 1 year,MORTGAGE,46000,Verified,12/1/2013,Charged Off,Credit card refinancing,SC
18000, 60 months,13.98%,C,C1,,n/a,RENT,50000,Verified,12/1/2013,Fully Paid,Credit card refinance,CA
20000, 36 months,12.85%,B,B4,Social worker,6 years,MORTGAGE,60000,Verified,12/1/2013,Fully Paid,Debt consolidation,WI
24000, 36 months,6.03%,A,A1,Financial Advisor,6 years,MORTGAGE,120000,Source Verified,12/1/2013,Fully Paid,Payment Consolidation,AR
31300, 36 months,16.99%,D,D1,Sales,9 years,MORTGAGE,250000,Verified,12/1/2013,Charged Off,Prosperity,TX
35000, 36 months,8.90%,A,A5,Air Traffic Controller,10+ years,MORTGAGE,225000,Source Verified,12/1/2013,Fully Paid,Debt Consolidation,OK
10000, 36 months,11.99%,B,B3,Account Executive,9 years,MORTGAGE,105000,Verified,12/1/2013,Fully Paid,Credit Card Debt,NY
29500, 36 months,7.90%,A,A4,"Vice President, Tech Ops",6 years,MORTGAGE,160000,Source Verified,12/1/2013,Fully Paid,debt consolidation,PA
19075, 60 months,19.97%,D,D5,financial consultant,3 years,RENT,160000,Source Verified,12/1/2013,Charged Off,Credit card refinancing,CA
25000, 36 months,7.62%,A,A3,Fire Engine Operator,10+ years,MORTGAGE,58600,Source Verified,12/1/2013,Fully Paid,Pay off credit cards once and for all!,CA
10000, 36 months,8.90%,A,A5,Telecom Mgr.,8 years,MORTGAGE,85000,Source Verified,12/1/2013,Fully Paid,Credit card refinancing,TX
22000, 60 months,21.48%,E,E2,Autobody Tech,10+ years,MORTGAGE,50000,Verified,12/1/2013,Fully Paid,Credit card refinancing,MN
14400, 60 months,13.98%,C,C1,UX Designer,3 years,MORTGAGE,101000,Verified,12/1/2013,Charged Off,Lending Credit Consolidation,MA
15000, 36 months,6.03%,A,A1,Revenue Agent,2 years,MORTGAGE,51000,Source Verified,12/1/2013,Fully Paid,Credit Card Refinancing,FL
22000, 36 months,14.98%,C,C3,Special Education Teacher,10+ years,MORTGAGE,55590,Verified,12/1/2013,Fully Paid,Credit card refinancing,OK
5000, 36 months,13.53%,B,B5,Sr Project Engineer,10+ years,OWN,125000,Not Verified,12/1/2013,Fully Paid,Pool repair,FL
9000, 36 months,15.61%,C,C4,cashier,< 1 year,RENT,25000,Not Verified,12/1/2013,Charged Off,Consolidation,RI
7750, 36 months,14.98%,C,C3,Teacher,3 years,RENT,43440,Not Verified,12/1/2013,Fully Paid,Debt consolidation,IL
5000, 60 months,14.47%,C,C2,SERVICE ADVISOR,6 years,OWN,46000,Verified,12/1/2013,Fully Paid,Debt Consoildation,KY
12000, 36 months,11.99%,B,B3,TimeKeeper,< 1 year,MORTGAGE,150000,Not Verified,12/1/2013,Charged Off,Other,IL
20000, 36 months,13.98%,C,C1,Watercress Grower Coordinator.,2 years,RENT,85000,Source Verified,12/1/2013,Fully Paid,Debt Consolidation.,FL
20000, 36 months,12.85%,B,B4,Maintenance Mechanic,6 years,MORTGAGE,60000,Verified,12/1/2013,Fully Paid,debt consolidation loan,NJ
20675, 36 months,14.98%,C,C3,Operator,10+ years,MORTGAGE,160000,Verified,12/1/2013,Fully Paid,Consolidation ,LA
18000, 36 months,16.99%,D,D1,Engineer II,< 1 year,RENT,90000,Not Verified,12/1/2013,Charged Off,Establishing life after graduation,TX
7200, 36 months,18.25%,D,D3,Surgical Assistant,5 years,RENT,40000,Verified,12/1/2013,Fully Paid,Debt Consolidation,FL
13250, 36 months,13.53%,B,B5,Clerk,10+ years,RENT,32000,Not Verified,12/1/2013,Fully Paid,Debt consolidation,VA
15000, 36 months,11.99%,B,B3,waitress,5 years,RENT,38000,Not Verified,12/1/2013,Fully Paid,refinance credit cards,MA
10000, 60 months,21.48%,E,E2,Sales Audit Manager,8 years,RENT,75000,Source Verified,12/1/2013,Fully Paid,Credit Card Free,CA
18000, 36 months,6.03%,A,A1,Executive Director,9 years,MORTGAGE,78000,Source Verified,12/1/2013,Fully Paid,Personal,OH
16450, 36 months,18.25%,D,D3,well driller,3 years,OWN,65000,Not Verified,12/1/2013,Fully Paid,"new year, new house plan",NY
14000, 60 months,16.24%,C,C5,Retail Account Executive ,4 years,RENT,58000,Verified,12/1/2013,Charged Off,Consolidation loan for Credit Cards,NC
30000, 36 months,12.85%,B,B4,Vice President and General Manager,4 years,OWN,265000,Verified,12/1/2013,Fully Paid,Debt consolidation,NY
24925, 36 months,17.57%,D,D2,Hair stylist and makeup artist,7 years,MORTGAGE,56000,Verified,12/1/2013,Fully Paid,Debt consolidation,IN
20000, 36 months,18.25%,D,D3,Radiology Tech,10+ years,RENT,81636,Verified,12/1/2013,Fully Paid,thank God peace of mind,CA
4200, 36 months,13.53%,B,B5,inspector,9 years,RENT,23000,Not Verified,12/1/2013,Fully Paid,Refinance credit cards,PA
15000, 36 months,7.62%,A,A3,supervisor,10+ years,OWN,57000,Not Verified,12/1/2013,Fully Paid,debt consolidation,RI
25000, 36 months,7.62%,A,A3,Imaging Supervisor ,4 years,MORTGAGE,140000,Source Verified,12/1/2013,Fully Paid,Debt Consildation,NC
24000, 36 months,9.67%,B,B1,Technical sales,< 1 year,MORTGAGE,131000,Source Verified,12/1/2013,Fully Paid,Debt refinance,PA
12000, 60 months,13.53%,B,B5,Engineer,5 years,RENT,88000,Verified,12/1/2013,Fully Paid,CC payoff loan ,FL
21475, 60 months,22.90%,E,E4,Account Manager,< 1 year,RENT,50000,Source Verified,12/1/2013,Charged Off,Credit Card Freedom,TX
4500, 36 months,17.57%,D,D2,chef,4 years,RENT,30000,Not Verified,12/1/2013,Charged Off,getting it together,MD
12375, 36 months,19.22%,D,D4,Teacher,10+ years,OWN,75000,Source Verified,12/1/2013,Fully Paid,Home improvement,PA
16000, 60 months,17.57%,D,D2,E-7,10+ years,RENT,60000,Verified,12/1/2013,Fully Paid,Moving,CA
10000, 36 months,7.90%,A,A4,Analytics Representative,6 years,RENT,82000,Not Verified,12/1/2013,Fully Paid,Debt consolidation,NY
25000, 36 months,6.62%,A,A2,Associate Director,10+ years,MORTGAGE,155000,Source Verified,12/1/2013,Fully Paid,Credit card refinancing,MD
17000, 36 months,10.99%,B,B2,Medical Staff Coordinator,4 years,MORTGAGE,48000,Not Verified,12/1/2013,Fully Paid,Happy Day Loan,LA
8400, 36 months,8.90%,A,A5,Sr. Child Support Investigator,10+ years,MORTGAGE,42000,Source Verified,12/1/2013,Fully Paid,Debt consolidation,NY
6000, 36 months,13.98%,C,C1,,n/a,MORTGAGE,47000,Verified,12/1/2013,Fully Paid,Credit card refinancing,PA
21000, 60 months,15.61%,C,C4,External Auditor 2,2 years,RENT,60000,Source Verified,12/1/2013,Current,Refinance ,OH
6000, 36 months,14.98%,C,C3,Special Ed Teacher,8 years,MORTGAGE,93000,Not Verified,12/1/2013,Fully Paid,Consolidation,NY
22400, 36 months,7.62%,A,A3,Senior Systems Consultant,3 years,MORTGAGE,125000,Verified,12/1/2013,Fully Paid,Debt Consolidation,VT
16000, 60 months,18.25%,D,D3,Director Human Resources Talent Mgmnt,< 1 year,MORTGAGE,160000,Source Verified,12/1/2013,Current,Consolidation,WV
15000, 36 months,14.47%,C,C2,Plant Manager,< 1 year,RENT,110000,Verified,12/1/2013,Fully Paid,credit card payoff,WA
14400, 60 months,15.61%,C,C4,Info Systems Security Analyst,1 year,RENT,55000,Verified,12/1/2013,Fully Paid,Debt consolidation,NC
4800, 36 months,9.67%,B,B1,Branch Manager,9 years,OWN,38000,Source Verified,12/1/2013,Fully Paid,Consolodation loan,KS
24000, 36 months,12.85%,B,B4,Auditor,4 years,RENT,68000,Verified,12/1/2013,Fully Paid,consoldate 3 credit cards,CA
12800, 60 months,13.53%,B,B5,Legal Administrative Assistany,10+ years,MORTGAGE,75650,Verified,12/1/2013,Fully Paid,Credit Card refinance,MD
13650, 36 months,13.53%,B,B5,Customer Service Manager,5 years,MORTGAGE,50000,Source Verified,12/1/2013,Fully Paid,Consoladating Loan,IL
8000, 36 months,10.99%,B,B2,,n/a,MORTGAGE,50000,Verified,12/1/2013,Fully Paid,Refinance Credit Card,NV
7750, 36 months,21.48%,E,E2,,n/a,MORTGAGE,46000,Verified,12/1/2013,Fully Paid,Debt consolidation,DE
4800, 36 months,11.99%,B,B3,Lead Interactive Visual Artist,1 year,RENT,58000,Not Verified,12/1/2013,Fully Paid,Debt consolidation,TX
5000, 36 months,9.67%,B,B1,Director of Operations,< 1 year,RENT,62000,Not Verified,12/1/2013,Fully Paid,PayTheseDamnCardsOff,NV
15000, 36 months,11.99%,B,B3,business systems analyst 2,5 years,RENT,62000,Source Verified,12/1/2013,Charged Off,debt consolidation 1,PA
12000, 36 months,7.90%,A,A4,Engineer,1 year,MORTGAGE,68000,Not Verified,12/1/2013,Fully Paid,CreditCiti,CA
15000, 36 months,14.47%,C,C2,Teacher,4 years,RENT,60000,Verified,12/1/2013,Charged Off,Bills,CA
10000, 36 months,7.90%,A,A4,Supervisior ,5 years,MORTGAGE,55000,Not Verified,12/1/2013,Fully Paid,loan ,RI
28100, 60 months,19.97%,D,D5,Registered Nurse,5 years,MORTGAGE,64000,Source Verified,12/1/2013,Charged Off,Lightning,FL
30000, 36 months,13.98%,C,C1,Broker,5 years,RENT,300000,Source Verified,12/1/2013,Fully Paid,Debt Consolidation,FL
14600, 60 months,16.99%,D,D1,Laborer,10+ years,MORTGAGE,46000,Source Verified,12/1/2013,Charged Off,Debt consolidation ,MN
35000, 60 months,24.08%,F,F2,Regional Manager,3 years,MORTGAGE,240000,Source Verified,12/1/2013,Fully Paid,New Kitchen,NY
1300, 36 months,22.90%,E,E4,Assistant Grocery Manager,7 years,MORTGAGE,42500,Not Verified,12/1/2013,Fully Paid,Other,NY
11200, 60 months,13.53%,B,B5,Territory Sales rep,9 years,RENT,58000,Verified,12/1/2013,Charged Off,Credit card refinancing,NJ
35000, 60 months,18.25%,D,D3,Manager,6 years,MORTGAGE,110000,Verified,12/1/2013,Fully Paid,Debt consolidation,VA
9925, 36 months,18.25%,D,D3,planner,10+ years,MORTGAGE,67000,Not Verified,12/1/2013,Fully Paid,consolidation,SC
10000, 36 months,13.98%,C,C1,Program Analyst,10+ years,MORTGAGE,115000,Verified,12/1/2013,Fully Paid,Expressloan,NJ
8000, 36 months,11.99%,B,B3,maintenance supervisor,4 years,OWN,40000,Not Verified,12/1/2013,Fully Paid,debt loan,MI
10000, 36 months,14.47%,C,C2,Service Consultant,10+ years,MORTGAGE,30000,Not Verified,12/1/2013,Fully Paid,setting it straight,MI
7000, 36 months,14.98%,C,C3,,n/a,RENT,17520,Verified,12/1/2013,Fully Paid,Debt Consolidation,TN
5200, 36 months,13.53%,B,B5,Distribution Processor Leader,10+ years,MORTGAGE,60000,Verified,12/1/2013,Fully Paid,Credit Pay Off,GA
19075, 36 months,13.98%,C,C1,Sales Associate,4 years,RENT,48000,Not Verified,12/1/2013,Fully Paid,pay off bills,NY
21850, 36 months,15.61%,C,C4,paraprofessional & waitstaff,10+ years,MORTGAGE,65000,Verified,12/1/2013,Fully Paid,Payoff,MA
12000, 36 months,9.67%,B,B1,Teacher,10+ years,MORTGAGE,57700,Source Verified,12/1/2013,Fully Paid,Cardsbegone,AL
9000, 36 months,12.85%,B,B4,Teacher,10+ years,MORTGAGE,46000,Source Verified,12/1/2013,Fully Paid,Credit Consolidation,IN
6400, 36 months,8.90%,A,A5,Optician,< 1 year,MORTGAGE,31200,Source Verified,12/1/2013,Fully Paid,Pay-off,NH
16000, 36 months,7.62%,A,A3,Senior Attorney,10+ years,OWN,285000,Source Verified,12/1/2013,Fully Paid,Reconsolidation,FL
6400, 36 months,9.67%,B,B1,marketing representative,< 1 year,MORTGAGE,40000,Source Verified,12/1/2013,Fully Paid,New fence,TX
16000, 60 months,22.90%,E,E4,optician,< 1 year,RENT,40000,Source Verified,12/1/2013,Current,wedding,PA
3000, 36 months,13.98%,C,C1,Program Director,< 1 year,RENT,50000,Not Verified,12/1/2013,Fully Paid,relocation,NY
4000, 36 months,19.97%,D,D5,Surgical technologist,9 years,RENT,55236,Verified,12/1/2013,Fully Paid,Payoff,MD
35000, 36 months,14.47%,C,C2,Sales Engineer,10+ years,MORTGAGE,135000,Source Verified,12/1/2013,Fully Paid,Credit refinance and home improvement,NJ
